product	source_table	domain	move	target
BR	plan_features	Finance	keep	plan_features
BR	account_features	Identity & tenancy	primitive	setting
BR	account_email_settings	Identity & tenancy	primitive	setting
BR	embed_consent_log	Growth & marketing	primitive	event_log
BR	embed_keys	Growth & marketing	primitive	share_link
BR	embed_widget_layout	Growth & marketing	keep	embed_widget_layout
BR	embed_terms_gate_config	Growth & marketing	primitive	setting
BR	onboarding_flows	Identity & tenancy	keep	onboarding_flows
BR	onboarding_flow_versions	Identity & tenancy	primitive	revision
BR	onboarding_progress	Identity & tenancy	keep	onboarding_progress
BR	onboarding_events	Identity & tenancy	primitive	event_log
BR	terms_versions	Governance & security	primitive	revision
BR	user_terms_agreements	Identity & tenancy	keep	user_terms_agreements
BR	break_even_scenarios	Finance	keep	break_even_scenarios
BR	ri_icps	Revenue & CRM	keep	ri_icps
BR	ri_prospects	Revenue & CRM	keep	ri_prospects
BR	ri_sequences	Revenue & CRM	keep	ri_sequences
BR	ri_campaigns	Revenue & CRM	merged	marketing_campaigns
BR	ri_ids	Revenue & CRM	keep	ri_ids
BR	pricing_simulations	Finance	keep	pricing_simulations
BR	marketing_emails	Growth & marketing	keep	marketing_emails
BR	ai_coaching_conversations	Agents & runtime	primitive	thread
BR	ai_coaching_messages	Agents & runtime	primitive	message
BR	ai_tool_calls	Agents & runtime	keep	ai_tool_calls
BR	scratch_pads	Investor & portfolio	session	creation_session + live session
BR	scratch_pad_scheduled_meetings	Investor & portfolio	session	creation_session + live session
BR	scratch_pad_scheduled_invitees	Investor & portfolio	merged	(folded into a sibling)
BR	scratch_pad_attachments	Investor & portfolio	keep	scratch_pad_attachments
BR	scratch_pad_meetings	Investor & portfolio	session	creation_session + live session
BR	scratch_pad_notes_templates	Investor & portfolio	primitive	catalog_item
BR	scratch_pad_meeting_attendees	Investor & portfolio	primitive	membership
BR	scratch_pad_transcript_lines	Investor & portfolio	primitive	rendition
BR	scratch_pad_pages	Investor & portfolio	session	creation_session + live session
BR	scratch_pad_shares	Investor & portfolio	primitive	share_link
BR	scratch_pad_share_views	Investor & portfolio	merged	(folded into a sibling)
BR	scratch_pad_collaborators	Investor & portfolio	primitive	membership
BR	announcement_banners	Growth & marketing	keep	announcement_banners
BR	user_segments	Identity & tenancy	merged	(folded into a sibling)
BR	referral_codes	Growth & marketing	merged	(folded into a sibling)
BR	referral_entries	Growth & marketing	keep	referral_entries
BR	expenses	Finance	keep	expenses
BR	investor_updates	Investor & portfolio	merged	(folded into a sibling)
BR	nps_surveys	Support & knowledge	primitive	question_set
BR	waitlist_entries	Growth & marketing	keep	waitlist_entries
BR	learn_videos	Growth & marketing	keep	learn_videos
BR	podcast_outreach	Growth & marketing	keep	podcast_outreach
BR	webinar_events	Platform & observability	primitive	event_log
BR	consultant_profiles	Commerce	primitive	party_role
BR	consultant_knowledge_docs	Commerce	keep	consultant_knowledge_docs
BR	consultant_consultations	Commerce	keep	consultant_consultations
BR	consultant_earnings	Commerce	primitive	ledger_entry
BR	marketplace_listings	Commerce	primitive	catalog_item
BR	carts	Commerce	keep	carts
BR	ai_credit_balances	Agents & runtime	primitive	ledger_entry
BR	ai_credit_transactions	Agents & runtime	primitive	ledger_entry
BR	ai_gateway_budget_snapshots	Agents & runtime	primitive	snapshot
BR	ai_credit_purchases	Agents & runtime	primitive	ledger_entry
BR	marketplace_transactions	Commerce	primitive	ledger_entry
BR	marketplace_seller_balances	Commerce	primitive	ledger_entry
BR	marketplace_payouts	Commerce	primitive	ledger_entry
BR	import_jobs	Integrations	primitive	run
BR	import_rows	Integrations	primitive	sync_state
BR	import_source_connections	Integrations	primitive	connection
BR	feature_votes	Platform & observability	primitive	annotation
BR	email_sends	Growth & marketing	primitive	webhook
BR	email_tracking_events	Growth & marketing	primitive	event_log
BR	agency_brandings	Commerce	keep	agency_brandings
BR	agency_clients	Commerce	keep	agency_clients
BR	blog_posts	Growth & marketing	keep	blog_posts
BR	saved_calculations	Finance	keep	saved_calculations
BR	coach_mark_dismissals	Platform & observability	merged	(folded into a sibling)
BR	catalog_items	Delivery & work	keep	catalog_items
BR	orders	Commerce	keep	orders
BR	order_line_items	Commerce	keep	order_line_items
BR	pricing_change_logs	Finance	primitive	event_log
BR	ai_email_classifications	Agents & runtime	keep	ai_email_classifications
BR	ai_contract_analyses	Agents & runtime	merged	(folded into a sibling)
BR	ai_competitors	Agents & runtime	keep	ai_competitors
BR	ai_competitor_intel	Agents & runtime	merged	(folded into a sibling)
BR	ai_expense_classifications	Agents & runtime	merged	(folded into a sibling)
BR	ai_voice_agent_configs	Agents & runtime	primitive	setting
BR	ai_voice_agent_calls	Agents & runtime	keep	ai_voice_agent_calls
BR	marketing_heatmap_pages	Growth & marketing	keep	marketing_heatmap_pages
BR	marketing_heatmap_analyses	Growth & marketing	merged	(folded into a sibling)
BR	marketing_heatmap_screenshots	Growth & marketing	keep	marketing_heatmap_screenshots
BR	marketing_heatmap_capture_tokens	Growth & marketing	primitive	share_link
BR	marketing_heatmap_events	Growth & marketing	primitive	event_log
BR	marketing_brand_kits	Growth & marketing	merged	brand_kits
BR	marketing_content_items	Growth & marketing	keep	marketing_content_items
BR	marketing_seo_pages	Growth & marketing	keep	marketing_seo_pages
BR	marketing_push_subscribers	Growth & marketing	primitive	membership
BR	marketing_push_campaigns	Growth & marketing	merged	marketing_campaigns
BR	marketing_push_deliveries	Growth & marketing	primitive	webhook
BR	uptime_monitors	Platform & observability	keep	uptime_monitors
BR	uptime_checks	Platform & observability	keep	uptime_checks
